,OldIndex,IssueDate,PermitNo.,Ward,Parcel,Address,Owner,Contractor,WorkDescription,Cost,SNPNeighborhood(partial),TypeofWork(partial),TypeofStructure(partial)
1028,45121,2/14/2019,18-B-02801,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,RADELET MCCARTHY INC.,"INTERIOR RENOVATIONS,  ACCESSIBILITY UPGRADES AND FINISHES TO 1865 SQ FT ON LEVEL 5 STE 506 IN 7 STORY STRUCTURE (POB BUILDING)",64000.0,,,
1031,45131,2/14/2019,18-E-02733,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,UPMC,RELATED 18-B-03715,12500.0,,,
1034,45166,2/15/2019,18-M-01341,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,RUTHRAUFF SAUER,AIR DISTRIBUTION AND HEATING RECONFIGURATION ON 3RD FLOOR RELATED TO 18-B-03077,50000.0,,,
1035,45185,2/15/2019,19-B-00509,22,0023R00050000001,"6 ALLEGHENY SQ, PITTSBURGH, PA 15212",FOUR ALLEGHENY ASSOCIATES LP,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR DEMOLITION ON 2880 SF OF GROUND, 1ST, AND 1ST FLOOR MEZZANINE IN A THREE STORY STRUCTURE",52739.0,,,
1036,45445,2/25/2019,19-PLC-00019,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,,NEW PLACARD - 334 OCCUPANTS - MAIN CONCOURSE - PARTY DECK 101,0.0,,,
1037,45460,2/25/2019,19-E-00057,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC CO,NEW INTERIOR  POWER AND LIGHTING - RELATED TO 19-B-00087,112000.0,,,
1038,45543,2/28/2019,19-S-00026,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,PREFERRED FIRE PROTECTION,"INSTALL NEW SPRINKLER SYSTEM IN RENOVATION AREA LEVEL 6 WEST
RELATED TO 17-B-02995",47182.0,,,
1041,45574,2/28/2019,19-F-00026,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,KEYSTONE ELECTRICAL,INSTALL FIRE ALARM DEVICES IN 3RD FLOOR CONFERENCE CENTER (RELATED TO 18-B-04792),4500.0,,,
1042,45584,2/28/2019,19-F-00027,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,KEYSTONE ELECTRICAL,INSTALL FIRE ALARM DEVICES IN 3RD FLOOR TECH ROOM (RELATED TO 18-B-04792),2500.0,,,
1043,45856,3/7/2019,18-F-00497,21,0022J00125000000,"1720 METROPOLITAN ST, PITTSBURGH, PA 15233",JCM PROPERTIES,CLISTA ELECTRIC INC,NEW FIRE ALARM SYSTEM RELATED 18-B-03613,25000.0,,,
1044,45980,3/13/2019,19-M-00208,4,0028F00206000000,"3420 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,,"HVAC SYSTEM ON FLOORS 1-8, BASEMENT, AND ROOF RELATED TO 18-B-03178",387962.0,,,
1046,46032,3/14/2019,19-M-00234,2,0001D00012000000,"120 5TH AVE, PITTSBURGH, PA 15222",PGH NATIONAL BANK TRUSTEE,RUTHRAUFF SAUER,REPLACE EXISTING HEAT PUMP ON PARKING LEVEL 01/ENERGY INSP-PRESCRIPTIVE COMPLIANCE 2009 IECC SECTION 503.2.3.(3) SEE SHEET H201,25000.0,,,
1047,46257,3/20/2019,19-S-00066,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,,"ALTERATION OF EXISTING SYSTEM -  NEW BRANCH LINES, RELOCATION AND/OR REPLACEMENT OF SPRINKLER HEADS",2400.0,,,
1048,46264,3/20/2019,19-B-00207,1,0002M00310000000,"1622 LOCUST ST, PITTSBURGH, PA 15219",UPMC MERCY,MASCARO CONSTRUCTION COMPANY LP,FOUNDATION PERMIT ONLY - FUTURE 10 STORY HOSPITAL WITH GARAGE,31039000.0,,,
1049,46276,3/20/2019,19-B-00667,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,AMENDING PERMIT 18-B-02161  INTERIOR RENOVATIONS AND EXTERIOR RENOVATIONS TO REPLACE WINDOWS AND DOORS AT AN EXISTING STORY STRUCTURE,4293916.0,,,
1050,46278,3/20/2019,19-PLC-00035,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,NEW PLACARD - 200 OCCUPANTS - THIRD FLOOR LEVEL -MULTI PURPOSE 203 CHILDRENS MUSEUM ASSOCIATED WITH 19-B-00667,0.0,,,
1051,46279,3/20/2019,19-PLC-00034,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,NEW PLACARD - 77 OCCUPANTS - 2ND FLOOR LEVEL -EXHIBIT 211 CHILDRENS MUSEUM ASSOCIATED WITH 19-B-00667,0.0,,,
1052,46281,3/20/2019,19-PLC-00033,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,NEW PLACARD - 92 OCCUPANTS - SECOND FLOOR LEVEL -EXHIBIT 202 CHILDRENS MUSEUM ASSOCIATED WITH 19-B-00667,0.0,,,
1053,46282,3/20/2019,19-PLC-00031,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,NEW PLACARD - 105 OCCUPANTS - FIRST FLOOR LEVEL -EXHIBIT 104 CHILDRENS MUSEUM ASSOCIATED WITH 19-B-00667,0.0,,,
1054,46284,3/20/2019,19-OCC-00084,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,,0.0,,,
1055,46288,3/20/2019,19-PLC-00032,22,0023R00157000000,"6 ALLEGHENY SQ E, PITTSBURGH, PA 15212",CITY OF PITTSBURGH,,NEW PLACARD - 76 OCCUPANTS - FIRST FLOOR LEVEL -EXHIBIT 111 CHILDRENS MUSEUM ASSOICATED WITH 19-B-00667,0.0,,,
1056,46332,3/22/2019,19-S-00042,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,,"ALTERATION OF EXISTING SYSTEM - SPRINKLER HEADS, SPRINKLER PIPING ON 23RD FLOOR (RELATED TO 18-B-04053)",29987.0,,,
1059,46334,3/22/2019,19-S-00054,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,JOHNSON CONTROLS,"NEW SPRINKLER HEADS , SPRINKLER PIPING. AND FLOOR CONTROL - RELATED TO 18-B-03364",35652.0,,,
1062,46350,3/22/2019,18-B-02872,2,0009P00025000000,"1000 FORT DUQUESNE BLVD, PITTSBURGH, PA 15222",SPORTS & EXHIBITION AUTH OF PITTSBURGH &ALLEGHENY COUNTY,MASCARO CONSTRUCTION COMPANY LP,ROOF REPLACEMENT.,3341401.0,,,
1063,46365,3/25/2019,18-F-00356,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MILLER ELECTRIC CONSTRUCTION,RELOCATION OF EXISTING FIRE ALARM DEVICES RELATED TO 18-B-03419,2400.0,,,
1066,46375,3/25/2019,19-F-00072,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC CO,"ALTERATION OF EXISTING SYSTEM -  NEW DEVICES, CIRCUIT WIRING (RELATED TO 19-B-00087)",112000.0,,,
1067,46437,3/26/2019,19-B-01085,7,0084F00164000000,"141 S HIGHLAND AVE, PITTSBURGH, PA 15206",STEVENSON BUILDING LP,MASCARO CONSTRUCTION COMPANY LP,INTERIOR (NON-STRUCTURAL) DEMO 2ND AND 3RD FLOOR AT A THREE STORY STRUCTURE,2000.0,,,
1069,46490,3/27/2019,18-E-02436,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MILLER ELECTRIC CONSTRUCTION,ELECTRICAL ALTERATIONS TO FIRST FLOOR MRI #2 RELATED TO 18-B-03419,186800.0,,,
1072,46742,4/3/2019,18-B-04614,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MASSARO CORPORATION,INTERIOR RENOVATIONS TO 1020 SF OF THE FIRST FLOOR OF UPMC SHADYSIDE,312393.0,,,
1075,46765,4/3/2019,18-S-00559,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,REPLACEMENT OF SPRINKLERS IN MRI MAGNET ROOM,14720.0,,,
1078,46793,4/4/2019,19-B-00448,1,0002M00310000000,"1626 LOCUST ST, PITTSBURGH, PA 15219",UPMC MERCY,MASCARO CONSTRUCTION COMPANY LP,OXYGEN TANKS AND EQUIPMENT.  NEW RETAINING WALL.,805400.0,,,
1079,46794,4/4/2019,19-E-00684,4,0028F00206000000,"3420 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,,"LOW VOLTAGE WORK (50 VOLTS OR LESS) FOR CONTROLS, COMPUTER NETWORKS, AND COMMUNICATION EQUIPMENT RELATED TO 18-B-03178",40000.0,,,
1080,46815,4/4/2019,18-E-02943,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,KEYSTONE ELECTRICAL,LIGHTING & OUTLETS  RELATED TO 18-B-04102,80000.0,,,
1083,46816,4/4/2019,19-B-00237,22,0023R00157000000,"6 ALLEGHENY SQUARE EAST, #101 ",ALLEGHENY CITY,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATION OF 960 SQ FT ON THE GROUND FLOOR AND 1,920 SQ FT ON THE 1ST FLOOR AT AN EXISTING COMMERICAL STRUCTURE",149298.0,,,
1084,46866,4/5/2019,19-E-00366,7,0084F00164000000,"141 S HIGHLAND AVE, PITTSBURGH, PA 15206",STEVENSON BUILDING LP,,ELECTRIC RELATED TO 19-B-00386,289000.0,,,
1086,46918,4/8/2019,19-F-00083,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,MILLER ELECTRIC CONSTRUCTION INC,INSTALL NEW DEVICES RELATED 18-B-03364,20000.0,,,
1089,47024,4/11/2019,19-S-00174,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,RELOCATE EXISTING SPRINKLER HEADS,2100.0,,,
1092,47126,4/15/2019,19-B-00436,4,0028F00206000000,"3420 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATIONS TO 13,039 SF OF 2ND FLOOR IN AN 8 STORY STRUCTURE",540000.0,,,
1093,47196,4/16/2019,19-E-00973,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC,(AMENDMENT TO 19-E-00057) NEW INTERIOR  POWER AND LIGHTING - RELATED TO 19-B-00087,80000.0,,,
1094,47207,4/16/2019,19-S-00016,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,,ADD 6 NEW SPRINKLER HEADS AT NEW DATA CLOSETS,1200.0,,,
1097,47305,4/18/2019,18-S-00541,12,0171E00150000000,"815 FREEPORT RD, PITTSBURGH, PA 15215",CITY OF PITTSBURGH,FIRE FIGHTER SALES & SERVICE CO,RELATED 18-B-03965,6590.0,,,
1100,47336,4/18/2019,19-E-00718,14,0052K00227000000,"4802 5TH AVE, PITTSBURGH, PA 15213",CARNEGIE MELLON UNIVERSITY,LIGHTHOUSE ELECTRIC CO INC,ELECTRIC RELATED TO 18-B-04579,14000.0,,,
1101,47361,4/22/2019,19-M-00263,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,SCALISE INDUSTRIES,GROUND FLOOR HVAC RENOVATIONS...RELATED 18-B-04102,4000.0,,,
1104,47388,4/22/2019,19-B-00386,7,0084F00164000000,"141 S HIGHLAND AVE, PITTSBURGH, PA 15206",STEVENSON BUILDING LP,MASCARO CONSTRUCTION COMPANY LP,"IN-KIND REPLACEMENT WINDOWS AND DOORS, AND INTERIOR FIT OUT ON SECOND AND THIRD FLOOR OF AN EXISTING STRUCTURE",1708004.0,,,
1106,47466,4/23/2019,18-M-01048,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,K & I SHEET METAL INC,HVAC ASSOCIATED WITH 18-B-02801,1286.0,,,
1109,47479,4/23/2019,18-M-01333,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,K & I SHEET METAL INC,INTERIOR RENOVATIONS AND ADA UPGRADES TO 5TH FLOOR RELATED TO 18-B-03715,5423.0,,,
1112,47572,4/24/2019,18-E-03272,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MARSULA ELECTRIC INC,ELECTRIC RELATED TO 18-B-04614,197000.0,,,
1115,47576,4/24/2019,18-F-00484,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MARSULA ELECTRIC INC,RELOCATE DEVICE - 18-B-04614,1200.0,,,
1118,47600,4/25/2019,18-B-04569,4,0028F00206000000,"3422 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,Ashland Construction Company,INTERIOR RENOVATIONS TO 8000 SF OF FIRST FLOOR AND 2500 SF OF CELLAR IN AN 8 STORY STRUCTURE,131166.0,,,
1119,47654,4/26/2019,18-S-00402,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,RELOCATE (5) SPRINKLERS ON 5TH FLOOR: SUITE 506... RELATED TO 18-B-02801,900.0,,,
1122,47951,5/7/2019,19-E-00872,22,0023R00157000000,"6 ALLEGHENY SQUARE SQ E, PITTSBURGH, PA 15212",ALLEGHENY CITY,JKECO INC,ELECTRICAL ALTERATIONS TO SECOND FLOOR AND MEZZANINE LEVEL RELATED TO 19-E-00872-ENERGY N/A EXISTING LIGHTING TO REMAIN,60460.0,,,
1123,48056,5/9/2019,19-M-00260,7,0084F00164000000,"141 S HIGHLAND AVE, PITTSBURGH, PA 15206",STEVENSON BUILDING LP,SSM INDUSTRIES INC,WORK IN SUPPORT OF 19-B-00386,145000.0,,,
1125,48176,5/14/2019,18-F-00425,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,KEYSTONE ELECTRICAL,FIRE ALARM RELATED TO 18-B-04102,1500.0,,,
1128,48280,5/16/2019,19-M-00405,4,0028F00206000000,"3420 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,,RELATED TO 19-B-00436,91674.0,,,
1129,48282,5/16/2019,19-F-00129,14,0052K00227000000,"4802 5TH AVE, PITTSBURGH, PA 15213",CARNEGIE MELLON UNIVERSITY,LIGHTHOUSE ELECTRIC CO INC,RELATED 18-B-04579,3000.0,,,
1130,48369,5/20/2019,19-S-00254,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,RELOCATE (14) SPRINKLER HEADS,8000.0,,,
1133,48415,5/21/2019,18-E-03266,4,0028F00206000000,"3422 FORBES AVE, PITTSBURGH, PA 15213",MURWEST LLC,MARSULA ELECTRIC INC,TENANT FIT OUT ON FIRST FLOOR AND CELLAR FLOORS RELATED TO 18-B-04569,177000.0,,,
1134,48459,5/22/2019,19-B-01531,14,0085N00070000000,"1300 INVERNESS AVE, PITTSBURGH, PA 15217",ROONEY ARTHUR J II & MARY GRETA KIMBALL ROONEY (W,MASCARO CONSTRUCTION COMPANY LP,RESURFACING POOL AND PATIOS AND REBUILDING 2 RETAINING WALLS IN-KIND AT REAR OF A 2-STORY SINGLE DWELLING,0.0,,,
1135,48529,5/23/2019,19-S-00155,7,0084F00164000000,"141 S HIGHLAND AVE, PITTSBURGH, PA 15206",STEVENSON BUILDING LP,,FIRE SUPPRESSION ALTERATIONS,33100.0,,,
1137,48621,6/1/2019,19-B-00563,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATION TO 62,376 SQ FT ON THE 3RD THROUGH 7TH FLOOR OF A 8 STORY STRUCTURE",2405024.0,ADDITION / ALTERATION,Commercial - All other uses,
1139,48841,6/1/2019,EP-2019-00306,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,MCGERVEY ELECTRIC INC,,1000.0,MINOR ALTERATION,Commercial - All other uses,
1141,48855,6/1/2019,SP-2019-00304,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,THE DEJOSEPH GROUP LLC,NEW SIGN,2000.0,NEW,,
1143,48924,6/1/2019,EP-2019-00424,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,"FREQUENCY ELECTRIC, INC",REPLACE EQUIPMENT (RRH) ON EXISTING ROOFTOP INSTALLATION ON 6 STORY STRUCTURE NO ANTENNAS ADDED OR REPLACED - LEGACY RECORD 19-COM-00003,15000.0,ADDITION / ALTERATION,Commercial - All other uses,
1144,49012,6/1/2019,18-S-00651,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,GRUNAU COMPANY INC,"DEMO EXISTING SPRINKLER SYSTEM AND REPLACE WITH NEW EQUIPMENT. RELOCATE SUPPLY LINES AND 29 HEADS ONLY, NO NEW HEADS.",7500.0,ADDITION / ALTERATION,Commercial - All other uses,
1145,49018,6/1/2019,19-S-00099,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,JOHNSON CONTROLS FIRE PROTECTION LP,SPRINKLER ALTERATIONS ON 8TH FLOOR (RELATED 19-B-00461),8000.0,ADDITION / ALTERATION,Commercial - All other uses,
1146,49020,6/1/2019,19-F-00184,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,M&J ELECTRICAL CONTRACTING INC.,NEW NOTIFICATION DEVICES - RELATED 19-B-00670,19450.0,ADDITION / ALTERATION,Commercial - All other uses,
1147,49028,6/1/2019,19-B-00946,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,"RELCOATION OF HELIPAD.  ADDITION FOR HELIPAD, ELEVATOR AND STAIRS ON ROOF.",0.0,ADDITION / ALTERATION,Commercial - All other uses,
1148,49032,6/1/2019,19-E-01402,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,CLISTA ELECTRIC INC,ELECTRICAL ALTERATIONS,980000.0,ADDITION / ALTERATION,Commercial - All other uses,
1149,49631,7/1/2019,19-M-00520,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,RUTHRAUFF SAUER LLC,"NEW EXTERIOR EQUIPMENT, INTERIOR EQUIPMENT, EXHAUST SYSTEM; ALTERATIONS TO DUCTWORK AND HYDRONIC SYSTEM - ENERGY INSPECTION REQUIRED COMCHECK 2009 IECC  - RELATED TO 19-B-00670",125000.0,ADDITION / ALTERATION,Commercial,
1151,49772,7/1/2019,18-B-04723,4,0052-N-00240-0000-00,"4665 FORBES AVE, Pittsburgh, 15213-",CARNEGIE MELLON UNIVERSITY,MASCARO CONSTRUCTION COMPANY LP,NEW 5-STORY BUILDING - CORE AND SHELL AND FIT-OUT EXCEPT FOR PARTIAL 1ST FLOOR TO REMAIN CORE AND SHELL,11023566.0,NEW CONSTRUCTION,Commercial - All other uses,
1152,49779,7/1/2019,19-E-01265,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,CLISTA ELECTRIC INC,NEW POWER AND LIGHTING - RELATED TO 19-B-00436,210000.0,ADDITION / ALTERATION,Commercial - All other uses,
1154,49785,7/1/2019,18-E-03360,4,0052-N-00240-0000-00,"4665 FORBES AVE, Pittsburgh, 15213-",CARNEGIE MELLON UNIVERSITY,FERRY ELECTRIC COMPANY,COMPLETE BUILDING ELECTRICAL FIT-OUT - RELATED TO 18-B-04723,3070000.0,NEW CONSTRUCTION,Commercial - All other uses,
1155,49884,7/1/2019,19-F-00190,7,0084-F-00164-0000-00,"6000 CENTRE AVE, Pittsburgh, 15206-",STEVENSON BUILDING LP,"Hazel & Buehler, Inc","ALTERATION OF EXISTING SYSTEM - FIRE ALARM CONTROL AND/OR ANNUNCIATOR PANELS, NEW DEVICES, CIRCUIT WIRING - RELATED TO 19-B-00386",12000.0,ADDITION / ALTERATION,Commercial - All other uses,
1156,49902,7/1/2019,18-M-01624,4,0052-N-00240-0000-00,"4665 FORBES AVE, Pittsburgh, 15213-",CARNEGIE MELLON UNIVERSITY,RUTHRAUFF SAUER LLC,HVAC RELATED TO 18-B-04723,2131000.0,NEW CONSTRUCTION,Commercial,
1157,49903,7/1/2019,MP-2019-00147,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,RENICK BROTHERS CONSTRUCTION CO,HVAC RENOVATIONS TO ACCOMMODATE INTERIOR RENOVATIONS TO 8000 SF OF FIRST FLOOR AND 2500 SF OF CELLAR IN AN 8 STORY STRUCTURE...RELATED 18-B-04569.,130000.0,ADDITION / ALTERATION,Commercial,
1159,49907,7/1/2019,18-F-00499,4,0052-N-00240-0000-00,"4665 FORBES AVE, Pittsburgh, 15213-",CARNEGIE MELLON UNIVERSITY,FERRY ELECTRIC COMPANY,FIRE ALARM RELATED TO 18-B-04723,267000.0,NEW CONSTRUCTION,Commercial - All other uses,
1160,49910,7/1/2019,FAS-2019-01404,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,CLISTA ELECTRIC INC,ALTERATION OF EXISTING SYSTEM - NEW DEVICES AND CIRCUIT WIRING - RELATED TO 19-B-00436,11000.0,ADDITION / ALTERATION,Commercial - All other uses,
1162,49913,7/1/2019,19-S-00239,4,0028-F-00206-0000-00,"3422 FORBES AVE, Pittsburgh, 15213-",MURWEST LLC,SCALISE INDUSTRIES CORPORATION,SPRINKLER HEADS AND SPRINKLER PIPING (RELATED TO 19-B-00436),16000.0,ADDITION / ALTERATION,Commercial - All other uses,
1164,50116,7/1/2019,FAS-2019-00796,22,0008-J-00030-0000-00,"100 ART ROONEY AVE, Pittsburgh, 15212-",ALLEGHENY COUNTY,EMERALD ELECTRICAL SERVICE,REPLACE IN-PLACE/IN-KIND HORN/STROBE FIRE DEVICES.,65800.0,MINOR ALTERATION,Commercial - All other uses,
1165,50136,8/1/2019,18-B-04665,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,MASSARO COMPANY,(AMENDMENT TO 18-B-00864) INTERIOR RENOVATIONS TO MULTIPLE FLOORS IN EXISTING HOSPITAL,2536979.8,Bluff,ADDITION / ALTERATION,Commercial - All other uses
1167,50168,8/1/2019,BP-2019-03495,16,0012-R-00058-0000-00,"2300 JANE ST, Pittsburgh, 15203-",BERGER ALLISON F,MASCARO CONSTRUCTION COMPANY LP,,88676.0,South Side Flats,MINOR ALTERATION,Commercial - All other uses
1168,50274,8/5/2019,19-B-01850,22,0008-J-00030-0000-00,"100 ART ROONEY AVE, Pittsburgh, 15212-",ALLEGHENY COUNTY,MASSARO COMPANY,INTERIOR RENOVATIONS AT 2 FLOOR AT AN EXISTING STRUCTURE,215105.0,North Shore,ADDITION / ALTERATION,Commercial - All other uses
1169,50291,8/6/2019,19-B-01482,2,0002-B-00051-0000-00,"600 GRANT ST, Pittsburgh, 15219-",600 GS PROP LP,Shannon Construction Company,INTERIOR RENOVATIONS  (8497 SF)  16 TH FLOOR FOR EXISTING OFFICES AT A 64 STORY STRUCTURE,15857.0,Central Business District,ADDITION / ALTERATION,Commercial - All other uses
1170,50335,8/6/2019,18-B-04492,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,"(AMEND 18-B-03193)  INTERIOR RENOVATIONS FLR 1- 6 (1670 SF) INFILL OF EXIST ELEVATOR SHAFT TO CONSTRUCT NEW TELE-DATA CLOSETS FOR ALL FLRS , BLDG 100/200 OF THE HOSPITAL, DEMO EXIST TELE-DATA CLOSETS AND ROUTE TO NEW",648135.0,Lincoln-Lemington-Belmar,ADDITION / ALTERATION,Commercial - All other uses
1171,50384,8/8/2019,18-M-01557,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,GUNNING  MECHANICAL,RELATED TO 18-B-04492,396634.0,Lincoln-Lemington-Belmar,ADDITION / ALTERATION,Commercial
1172,50438,8/9/2019,EP-2019-01302,2,0002-B-00051-0000-00,"600 GRANT ST, Pittsburgh, 15219-",600 GS PROP LP,PRECISION ELECTRICAL CONTRACTORS INC,FIXTURE RELOCATION AND NEW POWER DEVICES AND EXIT SIGNS - RELATED TO 19-B-01482,40000.0,Central Business District,ADDITION / ALTERATION,Commercial - All other uses
1173,50502,8/13/2019,18-E-03294,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,BRYAN MOSER,NEW PANEL AND ELECTRICAL ALTERATIONS RELATED TO 18-B-04492,340000.0,Lincoln-Lemington-Belmar,ADDITION / ALTERATION,Commercial - All other uses
1174,50508,8/13/2019,SSP-2019-01664,1,0002-M-00070-0000-00,"1400 LOCUST ST, Pittsburgh, 15219-",MERCY HOSPITAL OF PITTSBURGH,JOHNSON CONTROLS FIRE PROTECTION LP,Relocation of Sprinklers/Replacement of existing,10000.0,Bluff,ADDITION / ALTERATION,Commercial - All other uses
1176,50521,8/13/2019,18-F-00490,12,0171-E-00150-0000-00,"815 FREEPORT RD, Pittsburgh, 15215-",CITY OF PITTSBURGH,"Hazel & Buehler, Inc",FIRE ALARM ALTERATIONS RELATED TO 18-B-04492,15000.0,Lincoln-Lemington-Belmar,ADDITION / ALTERATION,Commercial - All other uses
1177,50563,8/14/2019,19-E-00366,7,0084-F-00164-0000-00,"6000 CENTRE AVE, Pittsburgh, 15206-",STEVENSON BUILDING LP,"Hazel & Buehler, Inc","ELECTRIC RELATED TO 19-B-00386. 
RENOVATIONS TO 2ND & 3RD FLOORS",210000.0,Shadyside,ADDITION / ALTERATION,Commercial - All other uses
